linegroup,species
240903_fran_nut_gradient_repeat_2_plate_1_D10,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_B11,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_F11,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_G9,Salmonella Typhimurium
240903_fran_nut_gradient_repeat_2_plate_1_B8,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_F3,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_E6,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_E8,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_A5,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_G7,Salmonella Typhimurium
240903_fran_nut_gradient_repeat_2_plate_1_E3,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_C4,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_F5,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_F10,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_F2,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_E4,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_B3,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_E11,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_G6,Salmonella Typhimurium
240903_fran_nut_gradient_repeat_2_plate_1_A1,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_D2,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_G5,Salmonella Typhimurium
240903_fran_nut_gradient_repeat_2_plate_1_A3,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_G2,Salmonella Typhimurium
240903_fran_nut_gradient_repeat_2_plate_1_E9,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_E7,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_D5,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_D7,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_D4,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_C3,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_G10,Salmonella Typhimurium
240903_fran_nut_gradient_repeat_2_plate_1_G8,Salmonella Typhimurium
240903_fran_nut_gradient_repeat_2_plate_1_G3,Salmonella Typhimurium
240903_fran_nut_gradient_repeat_2_plate_1_B2,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_A8,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_C5,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_B1,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_D9,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_A6,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_C6,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_A7,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_F9,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_C10,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_A2,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_B7,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_A10,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_D1,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_B10,Escherichia coli
240903_fran_nut_gradient_repeat_2_plate_1_D8,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_E2,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_C1,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_D11,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_E5,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_G4,Salmonella Typhimurium
240903_fran_nut_gradient_repeat_1_plate_1_G11,Salmonella Typhimurium
240903_fran_nut_gradient_repeat_1_plate_1_C8,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_F6,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_C7,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_E10,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_F1,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_C11,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_B6,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_F8,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_G1,Salmonella Typhimurium
240903_fran_nut_gradient_repeat_1_plate_1_D6,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_A4,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_C2,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_E1,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_A9,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_C9,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_B5,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_B4,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_D3,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_A11,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_F4,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_B9,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_F7,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_D10,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_B11,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_F11,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_G9,Salmonella Typhimurium
240903_fran_nut_gradient_repeat_1_plate_1_B8,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_F3,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_E6,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_E8,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_A5,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_G7,Salmonella Typhimurium
240903_fran_nut_gradient_repeat_1_plate_1_E3,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_C4,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_F5,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_F10,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_F2,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_E4,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_B3,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_E11,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_G6,Salmonella Typhimurium
240903_fran_nut_gradient_repeat_1_plate_1_A1,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_D2,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_G5,Salmonella Typhimurium
240903_fran_nut_gradient_repeat_1_plate_1_A3,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_G2,Salmonella Typhimurium
240903_fran_nut_gradient_repeat_1_plate_1_E9,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_E7,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_D5,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_D7,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_D4,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_C3,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_G10,Salmonella Typhimurium
240903_fran_nut_gradient_repeat_1_plate_1_G8,Salmonella Typhimurium
240903_fran_nut_gradient_repeat_1_plate_1_G3,Salmonella Typhimurium
240903_fran_nut_gradient_repeat_1_plate_1_B2,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_A8,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_C5,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_B1,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_D9,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_A6,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_C6,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_A7,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_F9,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_C10,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_A2,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_B7,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_A10,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_D1,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_B10,Escherichia coli
240903_fran_nut_gradient_repeat_1_plate_1_D8,Escherichia coli
