project,exp_ID,linegroup,Experimenter,Experiment description,Date,Device,Temperature,Shaking,CO2,species,carbon_source,cs_conc,base_media,inhibitor,inhibitor_conc,comments
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_A9,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Cysteine,30.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_B1,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,D-glucose,15.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_B10,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Fumarate,22.5,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_B11,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Fumarate,22.5,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_B12,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Fumarate,22.5,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_B2,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,D-glucose,15.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_B3,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,D-glucose,15.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_B4,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,D-xylose,18.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_B5,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,D-xylose,18.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_B6,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,D-xylose,18.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_B7,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Formate,90.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_B8,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Formate,90.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_B9,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Formate,90.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_C1,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Glutarate,18.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_C10,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Inosine,9.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_C11,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Inosine,9.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_C12,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Inosine,9.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_C2,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Glutarate,18.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_C3,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Glutarate,18.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_C4,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Glycerol,30.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_C5,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Glycerol,30.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_C6,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Glycerol,30.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_C7,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Glycine,45.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_C8,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Glycine,45.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_C9,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Glycine,45.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_D1,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,L-alanine,30.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_D10,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,L-glutamate,18.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_D11,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,L-glutamate,18.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_D12,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,L-glutamate,18.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_D2,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,L-alanine,30.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_D3,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,L-alanine,30.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_D4,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,L-arginine,15.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_D5,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,L-arginine,15.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_D6,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,L-arginine,15.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_D7,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,L-aspartate,22.5,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_D8,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,L-aspartate,22.5,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_D9,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,L-aspartate,22.5,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_E1,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,L-glutamine,18.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_E10,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,L-lactate,30.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_E11,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,L-lactate,30.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_E12,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,L-lactate,30.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_E2,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,L-glutamine,18.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_E3,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,L-glutamine,18.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_E4,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,L-histidine,15.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_E5,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,L-histidine,15.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_E6,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,L-histidine,15.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_E7,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,L-isoleucine,15.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_E8,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,L-isoleucine,15.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_E9,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,L-isoleucine,15.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_F1,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,L-leucine,15.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_F10,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Mannose,15.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_F11,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Mannose,15.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_F12,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Mannose,15.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_F2,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,L-leucine,15.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_F3,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,L-leucine,15.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_F4,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Malate,22.2,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_F5,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Malate,22.2,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_F6,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Malate,22.2,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_F7,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Mannitol,15.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_F8,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Mannitol,15.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_F9,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Mannitol,15.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_G1,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Myo-inositol,15.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_G10,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Proline,18.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_G11,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Proline,18.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_G12,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Proline,18.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_G2,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Myo-inositol,15.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_G3,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Myo-inositol,15.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_G4,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Orotate,18.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_G5,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Orotate,18.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_G6,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Orotate,18.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_G7,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Phenylalanine,10.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_G8,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Phenylalanine,10.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_G9,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Phenylalanine,10.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_H1,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Ribose,18.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_H2,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Ribose,18.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_H3,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Ribose,18.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_H4,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Sucrose,7.5,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_H5,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Sucrose,7.5,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_H6,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Sucrose,7.5,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_H7,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Uridine,10.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_H8,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Uridine,10.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_at,240623_growth_phenotyping_at_H9,Snorre Sulheim,Growth phenotypying experiment with Agrobacterium tumefaciens.,26.6.2024,Biotek Synergy 2408,28,Y,N,Agrobacterium tumefaciens,Uridine,10.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_ct,240623_growth_phenotyping_ct_A1,Snorre Sulheim,Growth phenotypying experiment with Comamonas testosteroni.,240623,Biotek Synergy 2408,28,Y,N,Comamonas testosteroni,Acetate,45.0,M9 + HMB,antibac,0,
240623_growth_phenotyping,240623_growth_phenotyping_ct,240623_growth_phenotyping_ct_A10,Snorre Sulheim,Growth phenotypying experiment with Comamonas testosteroni.,240623,Biotek Synergy 2408,28,Y,N,Comamonas testosteroni,D-arabinose,18.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_ct,240623_growth_phenotyping_ct_A11,Snorre Sulheim,Growth phenotypying experiment with Comamonas testosteroni.,240623,Biotek Synergy 2408,28,Y,N,Comamonas testosteroni,D-arabinose,18.0,M9 + HMB,,0,
240623_growth_phenotyping,240623_growth_phenotyping_ct,240623_growth_phenotyping_ct_A12,Snorre Sulheim,Growth phenotypying experiment with Comamonas testosteroni.,240623,Biotek Synergy 2408,28,Y,N,Comamonas testosteroni,D-arabinose,18.0,M9 + HMB,,0,
